,names,link,research_field,subfaculty,faculty,link_CU,research_interest
519,Ben Stanford,https://scholar.google.co.uk/citations?hl=en&user=raLruPQAAAAJ,"Human rights, Terrorism, International criminal law, Politics.",School of Law,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/ben-stanford,Research Interests: Socio-legal research; International human rights law; Rights of political participation and democracy; International criminal justice; Terrorism and counter-terrorism; Legal responses to human rights violations
520,Yahaya Isah Shehu,https://scholar.google.co.uk/citations?hl=en&user=0MSgLxgAAAAJ,Computing,,,,
521,Jonathan Dale,https://scholar.google.co.uk/citations?hl=en&user=BTIjo3AAAAAJ,Coastal Geomorphology,"Centre for Agroecology, Water and Resilience","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/jonathan-dale,Keywords: None
522,Eyo Eyo Umo,https://scholar.google.co.uk/citations?hl=en&user=Ry2pz38AAAAJ,"Civil Engineering, Geotechnical Engineering",,,,
523,Da Teng,https://scholar.google.co.uk/citations?hl=en&user=N7X3D4IAAAAJ,"International business, Corporate governance",,,,
524,Emma Heywood,https://scholar.google.co.uk/citations?hl=en&user=rKW1aoUAAAAJ,"foreign conflict, news media, Palestine, NGOs",,,,
525,Alexandros Konios,https://scholar.google.co.uk/citations?hl=en&user=sb0lM6UAAAAJ,"Formal Methods, Theoretical Computer Science, Formal Modelling and Verification, Concurrent and Interactive Systems, Petri Nets",,,,
526,Dr. Mohammad Hijji,https://scholar.google.co.uk/citations?hl=en&user=AuYxOlIAAAAJ,Artificial Intelligence | Emergency & Disaster Management,,,,
527,Dr. Sandy Taramonli,https://scholar.google.co.uk/citations?hl=en&user=kVg3MGAAAAAJ,Cyber Security,,,,
528,Mohamed Marei,https://scholar.google.co.uk/citations?hl=en&user=9ASww1YAAAAJ,"Industrial automation, advanced manufacturing engineering",,,https://pureportal.coventry.ac.uk/en/persons/mohamed-marei,None: None
529,Robert Bird,https://scholar.google.co.uk/citations?hl=en&user=MqvyBBEAAAAJ,Digital Forensics Investigation Pedagogy ALL,,,,
530,Dr Paul Cashian,https://scholar.google.co.uk/citations?hl=en&user=mEW5dgsAAAAJ,"Critical realism, Higher education, student employability",,,,
531,Robert Smith,https://scholar.google.co.uk/citations?hl=en&user=jtlIy3AAAAAJ,"Statebuilding, Iraq, US Foreign Policy",,,,
532,Liliane Mouan,https://scholar.google.co.uk/citations?hl=en&user=OVJY65MAAAAJ,"Law, Political Economy, Economic Policy, Transnational Governance, Business and Human Rights",School of Strategy and Leadership,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/liliane-mouan,Education/Academic qualification: None
533,Barbara Howell,https://scholar.google.co.uk/citations?hl=en&user=c4c_--gAAAAJ,,,,,
534,Konstantina Papadopoulou,https://scholar.google.co.uk/citations?hl=en&user=mUGj7yoAAAAJ,"geophysics, materials",,,https://pureportal.coventry.ac.uk/en/persons/konstantina-papadopoulou,None: None
535,Dr Qazi Awais Amin,https://scholar.google.co.uk/citations?hl=en&user=mXgpF9cAAAAJ,"Accounting, Corporate Finanace, Corporate governance, International Business",,,,
536,Adah-Kole Emmanuel Onjewu,https://scholar.google.co.uk/citations?hl=en&user=qC14n80AAAAJ,"Entrepreneurship, International Business, Tourism & Hospitality",,,,
537,Safaa Sindi,https://scholar.google.co.uk/citations?hl=en&user=SBJlLgoAAAAJ,"Logistics operation, manufacturing supply chain, autonomous haulage, automation, simulation",School of Strategy and Leadership,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/safaa-sindi,"PhD Project: Sindi, S.H., and Roe, M. (2017), “Strategic Supply Chain Management”, Springer Publishers. ISBN: 978-3-319-54842-5.
Sindi, S.H., and Roe, M. (2015), “Development of an optimised, automated multidimensional model for supply chain management”, Progress in Economics Research. Nova Science Publishers, Volume 31, Chapter ID: 31679
Sindi, S.H., and Roe, M. (2014), “Development of an automated multidimensional model for supply chain management”, The International Scholarly and Scientific Research and Innovation, Vol. 8, No. 10, pp.338-342.
Sindi, S.H., and Roe, M. (2013), “Supply Chain Multidimensional Automated Model”, Journal of Automation and Control Engineering, Vol. 1, No.2, pp 91-94."
538,KRISTINA MARINTSEVA,https://scholar.google.co.uk/citations?hl=en&user=g8BrIpsAAAAJ,"air transportation management, aviation, logistics",,,,
539,Donato Vozza,https://scholar.google.co.uk/citations?hl=en&user=n1fgK9gAAAAJ,Financial Crime,Faculty Research Centre for Financial & Corporate Integrity,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/donato-vozza,None: None
540,Marilena Kyriakidou,https://scholar.google.co.uk/citations?hl=en&user=lBa_-XgAAAAJ,"Police Interviews, Children's Testimonies, Robotics, Domestic Violence",,,,
541,Ursula Rutherford,https://scholar.google.co.uk/citations?hl=en&user=AizYeg0AAAAJ,engineering education,,,,
542,Michael Onoja,https://scholar.google.co.uk/citations?hl=en&user=z0qFmygAAAAJ,"Multiphase Flow and Transport in Porous Media, CO2 Sequestration, Reservoir Optimisation, Enhanced Oil Recovery, Numerical Simul",,,,
543,Chris Hastie,https://scholar.google.co.uk/citations?hl=en&user=zDwbYHQAAAAJ,"Social policy, public management",,,,
544,Cherisse Hoyte,https://scholar.google.co.uk/citations?hl=en&user=mq-hH-MAAAAJ,"sensemaking and sensegiving, gender and entrepreneurship, entrepreneurial process, identity, leadership",International Centre for Transformational Entrepreneurship,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/cherisse-hoyte,"Research Interests: My main research interests include entrepreneurial opportunity development, entrepreneurship education and entrepreneurial sensemaking with a particular interest in process and temporality.
I am also interested in gendered discourses of entrepreneurship. I am currently working on a couple of projects:
Entrepreneurial Identity formation among nascent entrepreneurs Women in Executive Leadership positions transcending gendered norms of leadership."
545,Dr Abdulrahman Al-Surmi,https://scholar.google.co.uk/citations?hl=en&user=AWov2zEAAAAJ,"Strategic Management, Business Analytics",,,,
546,dingayo mzyece,https://scholar.google.co.uk/citations?hl=en&user=LDf8tssAAAAJ,"Integrated Project Delivery, Building Information Modelling, Standard Forms of Contract and Construction Design and Management",,,,
547,Carey Pridgeon,https://scholar.google.co.uk/citations?hl=en&user=UoOzYE4AAAAJ,,,,,
548,John Denholm,https://scholar.google.co.uk/citations?hl=en&user=B3BDqtYAAAAJ,Serious Games for educational purposes,,,,
549,Anitha Chinnaswamy,https://scholar.google.co.uk/citations?hl=en&user=grMCGN8AAAAJ,"Air Pollution and Health, GIS, Knowledge Management, Decision Support Systems, Cyber Security Management",School of Strategy and Leadership,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/anitha-chinnaswamy,Education/Academic qualification: None
550,Mohsen Abbaszadeh,https://scholar.google.co.uk/citations?hl=en&user=ywyn54IAAAAJ,"CO2 storage, carbon storage, reservoir engineering, fluid flow in porous media, EOR",Faculty Research Centre in Fluid and Complex Systems,"Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/mohsen-abbaszadeh,None: None
551,Dr Petya Koleva,https://scholar.google.co.uk/citations?hl=en&user=yThuHmsAAAAJ,"CSR, Middle Eastern Studies, Islam, grounded theory, qualitative methods",,,,
552,PIYYA MUHAMMAD RAFI-UL-SHAN,https://scholar.google.co.uk/citations?hl=en&user=zl3gUDIAAAAJ,"Logistics, Operations and Supply Chain Risk, Sustainability and Relationships Management",,,,
553,Fujia Li,https://scholar.google.co.uk/citations?hl=en&user=O8JMkwcAAAAJ,"Responsible Innovation, Transformational Entrepreneurship",,,,
554,Goodhead Abraham,https://scholar.google.co.uk/citations?hl=en&user=yJjfdu4AAAAJ,"Parallel computing, multicore technology, multi-scheduling, Grid scheduling",,,,
555,Mateja Celestina,https://scholar.google.co.uk/citations?hl=en&user=ooClMbAAAAAJ,"forced migration, place, belonging, identity, Latin America",,,https://pureportal.coventry.ac.uk/en/persons/mateja-celestina,Research Interests: Displacement; Belonging; Place; Memory; Identity and identification
556,Mark Stewart,https://scholar.google.co.uk/citations?hl=en&user=pRMnYZUAAAAJ,"Television, media studies, digital cultures, fan studies, media industries",School of Media and Performing Arts,Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/mark-stewart,None: None
557,Khaled Al Khudir,https://scholar.google.co.uk/citations?hl=en&user=oJDNCz8AAAAJ,"Robotics and control, Optimization and ML","School of Mechanical, Aerospace and Automotive Engineering","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/khaled-al-khudir,"Research Interests: Khaled is interested in the general areas of robotics and control. In particular, he has been working on trajectory planning, motion planning, and control for kinematically redundant robots and human-robot collaboration."
558,Ibrahim Almakky,https://scholar.google.co.uk/citations?hl=en&user=T9MTcK0AAAAJ,"Deep Learning, Machine Learning, Representation Learning",,,,
559,Hesamaldin Jadidbonab,https://scholar.google.co.uk/citations?hl=en&user=OXoouu8AAAAJ,Fluid Mechanics,,,https://pureportal.coventry.ac.uk/en/persons/hesamaldin-jadidbonab,"Biography:  
Dr Hesamaldin Jadidbonab is a research fellow in Cyber security and Cyber-Physical Systems in Automotive and in particular in connected and autonomous vehicles (CAVs). His research will be fucosed on design and develop of a multi-bus testbed demonstrator representing a full scale automotive functional structure to prove the testing results, as part of a funded project in support from Innovate UK, aimed at improving the safty and security of tomorrow's CAVs.    
Before, he has worked at the City University of London (CUL). During his PhD and post-doctoral study at City University of London (CUL) he has developed his in-depth knowledge on processes related to highly turbulent single and two-phase flows and practical skills essential for experimental fluid mechanics; e.g. Particle Image Velocimetry, Phase Doppler Anemometry, X-ray imaging, Shadowgraph and Schlieren imaging. His study is mainly focused on visualization and quantification of highly transient cavitating injector flows, flash boiling phenomena at the near nozzle region of a fuel spray, cavitation induced erosion and non-Newtonian flows in hydraulic devices. Throughout these projects, Hesam has demonstrated his abilities to design new experimental investigations, arrange required hydraulic and optical setups, design of replica models and install the necessary measuring and controlling instrumentation. During his appointment at CUL, he has collaborated closely with a number of researchers from academic and industrial partners, including Lubrizol Ltd. (UK), the University of Bergamo (UniBG, Italy) and Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU, Germany) and Argonne National laboratory (ANL). It is also worth mentioning that one of his key competencies is advanced image processing and computed-tomography reconstruction. 
He has received his bachelor’s in mechanical engineering from a joint program between Sharif University of Technology and Aachen University of Applied Science in 2008. In 2011, he graduated from Aachen University with a master in automotive powertrain and chassis engineering with a first class degree. Parallel to his studies he was enrolled as a research assistance in FEV GmbH from 2008 until the 2012. During this time, he has developed knowledge on modification of powertrain/engine dynamometer, emissions testing and after-treatment systems. In particular he has further broadened his knowledge of real driving emission and engine dynamometer testing by engaging in several ECU calibration of fuel injection timing in Diesel engines. 
 "
560,Joanne Porter,https://scholar.google.co.uk/citations?hl=en&user=dlNXvk4AAAAJ,occupational therapy,"School of Nursing, Midwifery and Health",Faculty of Health & Life Sciences,https://pureportal.coventry.ac.uk/en/persons/joanne-porter,External positions: None
561,Charlotte Collins,https://scholar.google.co.uk/citations?hl=en&user=2E1KM_IAAAAJ,"Employability, Engineering Education, Educational Engagement","School of Mechanical, Aerospace and Automotive Engineering","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/charlotte-collins,Education/Academic qualification: None
562,Siddharth Suhas Kulkarni,https://scholar.google.co.uk/citations?hl=en&user=p7VEWsQAAAAJ,"Mechanical Engineering, Engineering Design, Renewable Energy",,,,
563,ojo peter,https://scholar.google.co.uk/citations?hl=en&user=lReDZYoAAAAJ,"Water and Wastewater Engineering, Water and sanitation, Environmental Management and Energy Management Occupational Health Safet",,,,
564,Sarah Charles,https://scholar.google.co.uk/citations?hl=en&user=ZTT1tyQAAAAJ,"Biopsychology of Religion, Psychology of Emotion, Cognitive Neuroscience of Music, Psychology of Sexuality",,,,
565,Dorota Dobrzańska,https://scholar.google.co.uk/citations?hl=en&user=WybxGJEAAAAJ,"Anaerobic Digestion, Bioreactos, Organic Chemistry, Biotechnology",,,,
566,Suresh George,https://scholar.google.co.uk/citations?hl=en&user=kzIb8x4AAAAJ,"resource based view, state capture, geopolitics, International Business Pedagogy",School of Strategy and Leadership,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/suresh-george,"Research Interests: Resources-based view of states
; Linkages in International business; Geopolitical context of doing business; Rising powers and business strategies
; E-learning tools in international business; Teaching apps and mobile learning platforms; India and China in the extractive industries"
567,Zimu Xu,https://scholar.google.co.uk/citations?hl=en&user=KF68nTIAAAAJ,"innovation, entrepreneurship ecosystem, entrepreneurship policy, digital gaming, arts and creative industry",International Centre for Transformational Entrepreneurship,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/zimu-xu,None: None
568,Deepak Sharma,https://scholar.google.co.uk/citations?hl=en&user=ulYrHFAAAAAJ,"Titanium Alloys, Small-Angle Scattering, Thermomechanical Processing, Additive Manufacturing, Surface Modification",,,https://pureportal.coventry.ac.uk/en/persons/deepak-sharma-2,None: None
569,James E Pickering,https://scholar.google.co.uk/citations?hl=en&user=TV7tKd0AAAAJ,"Control Theory, Autonomous Systems, Decision Making, Nature Inspired Systems",,,,
570,Ijhar Rusli,https://scholar.google.co.uk/citations?hl=en&user=TGYTObgAAAAJ,"fluid mechanics, flow measurement, thermodynamics, thermal comfort",Faculty Research Centre in Fluid and Complex Systems,"Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/ijhar-rusli,None: None
571,Julian Hellaby,https://scholar.google.co.uk/citations?hl=en&user=kLHDhysAAAAJ,Music,,,,
572,Jonathan Livingstone,https://scholar.google.co.uk/citations?hl=en&user=OtlQEQgAAAAJ,"social psychology, educational psychology, clinical psychology, race",,,,
573,Jill Journeaux,https://scholar.google.co.uk/citations?hl=en&user=SW7Tl0sAAAAJ,"fine art education at degree level, visual arts practice and theory","Faculty Research Centre for Arts, Memory and Communities",Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/jill-journeaux,Research Interests: Drawing; The domestic crafts; Patterns and patterning
574,Tola Adesina,https://scholar.google.co.uk/citations?hl=en&user=0kkKt3QAAAAJ,"Central Bank Communication, Macroeconomics, Financial Market Volatility",,,,
575,Sergio Ruiz Cayuela,https://scholar.google.co.uk/citations?hl=en&user=9lsDctEAAAAJ,,,,https://pureportal.coventry.ac.uk/en/persons/sergio-ruiz-cayuela,None: None
576,Stuart MacLennan,https://scholar.google.co.uk/citations?hl=en&user=MnPaPW4AAAAJ,"Taxation Law, EU Law, Scots Law, Devolution, Local Government",School of Law,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/stuart-maclennan,Research Interests: EU Law; Devolution; Taxation Law; Competition Law; Law and Economics
577,Claire Burwell,https://scholar.google.co.uk/citations?hl=en&user=ndUHX88AAAAJ,"geographical information science, geovisualization, lidar",,,,
578,Nicola Standen,https://scholar.google.co.uk/citations?hl=en&user=dbRFrQsAAAAJ,"Social Justice, Health and Social Care Inequalities",,,,
579,Rebecca Grant,https://scholar.google.co.uk/citations?hl=en&user=JDniRCoAAAAJ,"Human Factors, Occupational Psychology, Safety, Aviation","School of Mechanical, Aerospace and Automotive Engineering","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/rebecca-grant,Research Interests: Human Factors ; Occupational Psychology; Human behaviour ; Transport safety ; Passenger safety ; Aircraft cabin safety ; Transport human factors ; Human System Integration ; Aircraft ground handling
580,Oluwaleke Agbaje,https://scholar.google.co.uk/citations?hl=en&user=MKioTy0AAAAJ,"Parameter Estimation, Control, Diagnostics, Prognossis, Electric Machines",,,,
581,Peter McLuskie,https://scholar.google.co.uk/citations?hl=en&user=3_-FGRQAAAAJ,Creative Enterprise,,,,
582,Shauna Kearney,https://scholar.google.co.uk/citations?hl=en&user=owNyRSMAAAAJ,,,,,
583,Thomas Knowles,https://scholar.google.co.uk/citations?hl=en&user=cCOjongAAAAJ,"science fiction, Romanticism, ecocriticism, J. G. Ballard, Philip K. Dick","Faculty Research Centre for Arts, Memory and Communities",Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/thomas-knowles,None: None
584,Was Rahman,https://scholar.google.co.uk/citations?hl=en&user=gjm95owAAAAJ,"AI & Social Divisions, AI Ethics & Governance, ""Unfair"" Business Decision-making",,,,
585,Anthony Luvera,https://scholar.google.co.uk/citations?hl=en&user=RG-aikQAAAAJ,Photography,"Faculty Research Centre for Arts, Memory and Communities",Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/anthony-luvera,Education/Academic qualification: None
586,Allison B Duncan,https://scholar.google.co.uk/citations?hl=en&user=eDFEbTcAAAAJ,"nonmotorized transportation, urban design, landscape architecture",,,,
587,Karthikeyan Ekambaram,https://scholar.google.co.uk/citations?hl=en&user=DYzeZhEAAAAJ,"Numerical Crash Simulation, Human Factors, Injury biomechanics, Accident investigation and analysis, Accident causation analysis",,,https://pureportal.coventry.ac.uk/en/persons/karthik-ekambaram,"Research Interests:  Evaluation of CAVs in Real world and Virtual environment, Scenario Generation to test CAVs, Car Occupant Protection (Restraints), Vulnerable Road User Safety"
588,Sunil Anandatheertha,https://scholar.google.co.uk/citations?hl=en&user=VH7oMeMAAAAJ,"Texture analysis, LSP, Residual strains, CPFEM, Neutron diffraction and transmission",,,https://pureportal.coventry.ac.uk/en/persons/sunil-anandatheertha,Keywords: None
589,Eliana Lauretta,https://scholar.google.co.uk/citations?hl=en&user=0pnTnbkAAAAJ,"financial development, financial innovation, financial crisis, agent-based modelling","School of Economics, Finance and Accounting",Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/eliana-lauretta,None: None
590,Jessica Ayesha Northey,https://scholar.google.co.uk/citations?hl=en&user=9ag7PtJHemQC,"Civil society, democracy, natural resources, Algeria, Africa",,,,
591,James Edward Trollope,https://scholar.google.co.uk/citations?hl=en&user=MYrsPWgAAAAJ,"Dynamics and control, smart  systems design, naturally inspired systems, decision making algorithms, energy absorbing systems",,,,
592,Mihaela Vlad,https://scholar.google.co.uk/citations?hl=en&user=9bG_6QEAAAAJ,Tribology - Lubrication,,,,
593,Sahand Chitsaz Charandabi,https://scholar.google.co.uk/citations?hl=en&user=ZW1UJlYAAAAJ,"Material Characterisation, Surface Engineering, Micro Manufacturing, MEMS, Micro and Nano Technology",,,,
594,Ezinne Merianchris EMEANA,https://scholar.google.co.uk/citations?hl=en&user=ZmsC2bgAAAAJ,"ICTs4Agriculture, Sustainable Food Security, Extension and Advisory Services, Agroecology, Rural Development",,,,
595,Xavier Pierron,https://scholar.google.co.uk/citations?hl=en&user=Hr-aqnQAAAAJ,"Behavioural Economics, Small E-Waste Management",,,,
596,Mariyah Siddique,https://scholar.google.co.uk/citations?hl=en&user=8s91iYAAAAAJ,"Business Psychology, Occupational Psychology, Organisational/organizational psychology",,,,
597,Toheed Aizad,https://scholar.google.co.uk/citations?hl=en&user=r2LiBPgAAAAJ,"Model order reduction, System identification, Control optimisation applied to automotive systems",,,,
598,"A.-J. Guel-Cortez, Adrian J Guel C",https://scholar.google.co.uk/citations?hl=en&user=gZcBLuoAAAAJ,"Complex Systems, Fractional order systems, Stochastic systems",,,,
599,Matt Perry,https://scholar.google.co.uk/citations?hl=en&user=tHxuAVQAAAAJ,"Paramedic, Prehospital Care, Patient Experience","School of Nursing, Midwifery and Health",Faculty of Health & Life Sciences,https://pureportal.coventry.ac.uk/en/persons/matt-perry,"Research Interests: I am interested in all forms of research that have relevance to emergency and urgent care, particularly research relevant to the paramedic profession. As a researcher I'm more comfortable with studies Focussed Ethnographic, Phenomenological as well as descriptive statistical. I have also made use of Case Study and Mixed Method research to investigate issues and questions."
600,Sarfraz Ahmed,https://scholar.google.co.uk/citations?hl=en&user=eYkftFQAAAAJ,Deep Learning,,,https://pureportal.coventry.ac.uk/en/persons/sarfraz-ahmed,None: None
601,Paul Magee,https://scholar.google.co.uk/citations?hl=en&user=Xuso3OAAAAAJ,Interface Design,Faculty Research Centre for Intelligent Healthcare,Faculty of Health & Life Sciences,https://pureportal.coventry.ac.uk/en/persons/paul-magee,"Biography:  
As a designer my background includes automotive styling, large scale structures, exhibition design, domestic furniture and products, infant care and diagnostic-technology products. An increasing interest into user focussed objects and experiences, led to the design of a moving experience-platform to share or individualise travel that was developed for my Masters Degree.
With 20 years of professional experience in the design industry and the most recent 10 years working specifically on healthcare projects, I have been directly involved with expert users, patient groups, and healthcare professionals. I have collaborated with a variety of SME’s and international companies tasked with production of subtle and meaningful solutions to often life-restricting, undignified experiences.
There are over 200 projects in the team portfolio during my time leading the design studio at HDTI (some listed below). Each design is based upon a defined user need. All solutions have a simple, de-stigmatised aesthetic. Each design aims to encourage product selection and promote continued usage:
Assistive Walking Sticks and Anti-slip shock-absorbing FerrulesNeo-natal furnitureNon-slip drinking mugs and eating platesWheelchair stability assessment systems (hardware and GUI)Assistive and infant dental careCommodes (contemporary approach)Shopping aids
 "
602,Steve Coupe,https://scholar.google.co.uk/citations?hl=en&user=b1VQ15UAAAAJ,"Environmental microbiology, ecology, water quality, sustainability",,,https://pureportal.coventry.ac.uk/en/persons/steve-coupe,None: None
603,Leanne Raymond,https://scholar.google.co.uk/citations?hl=en&user=A_JtxIcAAAAJ,Sport injuries,,,,
604,Elizabeth Benjamin,https://scholar.google.co.uk/citations?hl=en&user=GzBqlxcAAAAJ,"French Studies, Comparative Aesthetics, Art History, Cultural Memory, Avant-Garde","Faculty Research Centre for Arts, Memory and Communities",Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/elizabeth-benjamin,None: None
605,Simon Gérard,https://scholar.google.co.uk/citations?hl=en&user=Z32CxqAAAAAJ,Sport Management,,,,
606,Tim Nisbet,https://scholar.google.co.uk/citations?hl=en&user=kjgfUIgAAAAJ,"linguistics, syntax",School of Humanities,Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/tim-nisbet,"Biography:  
After graduating with a BA degree in French and German, I spent a year in Greece teaching English and then returned to the UK to train as a language teacher. In 1993 I was appointed Lecturer in German at the University of Wolverhampton where I remained for 9 years, teaching German language, German studies, general linguistics and translation studies. I completed a PhD in Germanic linguistics at the University of Reading in 2007 and have since worked at Coventry University mainly teaching academic English and English linguistics. I have also given language teacher training and presently manage the University’s German language provision.
 
Research:
 
My main research interest is in grammatical theory and description, with a particular interest in ‘non-derivational’ or ‘constraint-based’ approaches such as Construction Grammar, though I remain convinced that an adequate theory of grammar is not ‘usage-based’ but one that takes grammar to be a form of acquired mental knowledge which remains throughout life relatively unaffected by the pressures of usage. I am presently working on an article investigating the relationship between ‘idiomatic’ and ‘non-idiomatic’ forms of ditransitive verbs in English.
 
Areas of Expertise:
Grammatical descriptionSyntactic theoryGerman languageGermanic linguistics"
607,Niall Curry,https://scholar.google.co.uk/citations?hl=en&user=ZlALhokAAAAJ,"Linguistics, Corpus Linguistics, Contrastive Linguistics, Academic Discourse, Language Teaching and Learning",,,https://pureportal.coventry.ac.uk/en/persons/niall-curry,"Biography: I am a Lecturer at the Centre for Academic Writing at Coventry University and I am a co-editor of the Journal of Academic Writing. Before working at Coventry, I worked at Cambridge University Press, as a lecteur at the University of Angers, France, and as a part-time lecturer at the University of Limerick, Ireland."
608,Ahmad Daowd,https://scholar.google.co.uk/citations?hl=en&user=L7CwxcwAAAAJ,"Big Data, Social Media, Industry 4.0",School of Strategy and Leadership,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/ahmad-daowd,None: None
609,Rochelle Sassman,https://scholar.google.co.uk/citations?hl=en&user=VM6Y9-YAAAAJ,"knowledge management, healthcare, data analytics, operational research",,,,
610,Dr Helen Gorrill,https://scholar.google.co.uk/citations?hl=en&user=8AWG2YcAAAAJ,"Gender, Contemporary Painting, Aesthetics, Identity",,,,
611,Colin Stephen,https://scholar.google.co.uk/citations?hl=en&user=HNmtzhoAAAAJ,"topological data analysis, time series","School of Computing, Electronics and Maths","Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/colin-stephen,None: None
612,Victoria Leonard,https://scholar.google.co.uk/citations?hl=en&user=naeG_BYAAAAJ,"Ancient History, Late Antiquity, Medieval History, Early Christianity, Ancient Religion","Faculty Research Centre for Arts, Memory and Communities",Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/victoria-leonard,External positions: None
613,Danai Mikelli,https://scholar.google.co.uk/citations?hl=en&user=fXvV1TIAAAAJ,,School of Media and Performing Arts,Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/danai-mikelli,Education/Academic qualification: None
614,Emmanuel Anike,https://scholar.google.co.uk/citations?hl=en&user=PqflogIAAAAJ,Sustainable construction materials,,,,
615,Bentil Oduro,https://scholar.google.co.uk/citations?hl=en&user=Ev00YOsAAAAJ,"Contemporary marketing practice, entrepreneurship, small business management and marketing, consumption theory, acculturation and management",,,,
616,Ihechiluru Fortune Anya,https://scholar.google.co.uk/citations?hl=en&user=_XUvlM0AAAAJ,Renewable Energy Engineering,,,,
617,Niki Cheong,https://scholar.google.co.uk/citations?hl=en&user=FHzU1cwAAAAJ,"media studies, political communication, internet studies, digital culture",School of Media and Performing Arts,Faculty of Arts & Humanities,https://pureportal.coventry.ac.uk/en/persons/niki-cheong,None: None
618,Arun Mambazhasseri Divakaran,https://scholar.google.co.uk/citations?hl=en&user=9WPMiVMAAAAJ,"Energy storage systems, Lithium ion battery materials, Thermal management systems",,,https://pureportal.coventry.ac.uk/en/persons/arun-mambazhasseri-divakaran,None: None
619,Xue Zhou,https://scholar.google.co.uk/citations?hl=en&user=1pnWVsIAAAAJ,Digital Technology Acceptance.  Education,School of Strategy and Leadership,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/xue-zhou,"Research Interests: Digital Technology adoptation; Digital Literacy; Cross-Cultural Adoptation, Employees’ commitment ; Organisational communication and trust, "
620,Erik Barrow,https://scholar.google.co.uk/citations?hl=en&user=D36joaIAAAAJ,"Artificial Intelligence, Computer Vision, Deep Learning",,,,
621,Helen Janiszewski,https://scholar.google.co.uk/citations?hl=en&user=fFmBbuYAAAAJ,"midwifery, pregnancy, childbirth, Inflammatory Bowel Disease",,,,
622,Yordanka Karayaneva,https://scholar.google.co.uk/citations?hl=en&user=lSHNeTAAAAAJ,"Artificial Intelligence, Machine Learning, Signal Processing, Computer Vision",Faculty Research Centre for Data Science,"Faculty of Engineering, Environment & Computing",https://pureportal.coventry.ac.uk/en/persons/yordanka-karayaneva,None: None
623,Amber Darr,https://scholar.google.co.uk/citations?hl=en&user=XcxQb1YAAAAJ,"Comparative Law, Competition Law, Commercial Law, South Asian Legal Studies",School of Law,Faculty of Business & Law,https://pureportal.coventry.ac.uk/en/persons/amber-darr,Education/Academic qualification: None
624,Jasmine Peak,https://scholar.google.co.uk/citations?hl=en&user=8twdDkgAAAAJ,"Ageing, loneliness, communities, social isolation, community capitals",,,,
625,Dr Simon Cooper,https://scholar.google.co.uk/citations?hl=en&user=wihtJuwAAAAJ,"Human Resource Management, Strategic Management, Institutional Work, Middle managers, Public Sector Management Reform",,,,
626,Shivani Rochford,https://scholar.google.co.uk/citations?hl=en&user=esBNFYgAAAAJ,,,,,
627,Laura Payne,https://scholar.google.co.uk/citations?hl=en&user=5gjLIwEAAAAJ,"Peacebuilding, conflict prevention, humanitarian aid",,,https://pureportal.coventry.ac.uk/en/persons/laura-payne,"Research Interests: Conflict prevention; Religion, peace and conflict; Conflict transformation and peacebuilding; Conflict and security in the Middle East and Africa"
628,Joseph Morrissey,https://scholar.google.co.uk/citations?hl=en&user=rnJjXbsAAAAJ,English literature,,,,
